CustomerKey;Prefix;FirstName;LastName;Fecha_Nacimiento;MaritalStatus;Gender;EmailAddress;AnnualIncome;Total_children;EducationLevel;Occupation;HomeOwner
18188;MR.;JERRY;CHANDE;8/6/1977;M;M;jerry16@adventure-works.com;$30,000 ;2;Partial College;Clerical;N
18189;MR.;EMMANUEL;MALHOTRA;12/1/1988;M;M;emmanuel4@adventure-works.com;$30,000 ;2;Partial College;Clerical;N
18190;MRS.;MEREDITH;PATEL;21/8/1941;S;F;meredith1@adventure-works.com;$30,000 ;2;Partial College;Clerical;Y
18191;MR.;EDWIN;YE;26/10/1941;M;M;edwin10@adventure-works.com;$30,000 ;2;Partial College;Clerical;N
18192;MR.;RICKY;DIAZ;9/10/1942;M;M;ricky3@adventure-works.com;$40,000 ;2;Bachelors;Management;Y
18193;MRS.;CARLA;GONZALEZ;9/1/1942;M;F;carla21@adventure-works.com;$40,000 ;2;Bachelors;Management;Y
18194;MRS.;AUDREY;SERRANO;14/8/1942;S;F;audrey18@adventure-works.com;$50,000 ;2;Graduate Degree;Management;Y
18195;MRS.;NINA;ANDERSEN;15/7/1942;S;F;nina13@adventure-works.com;$50,000 ;2;Graduate Degree;Management;Y
18196;MS.;DONNA;NATH;3/6/1976;S;F;donna16@adventure-works.com;$40,000 ;0;Partial College;Skilled Manual;Y
18197;MS.;ARIANNA;COOPER;22/4/1976;S;F;arianna30@adventure-works.com;$40,000 ;0;Partial College;Skilled Manual;Y
18198;MR.;RUSSELL;GOEL;3/5/1976;S;M;russell22@adventure-works.com;$40,000 ;0;Partial College;Skilled Manual;N
18199;MS.;VICTORIA;JAMES;15/7/1976;S;F;victoria44@adventure-works.com;$40,000 ;0;Partial College;Skilled Manual;Y
18200;MR.;DALTON;GREEN;28/7/1976;S;M;dalton30@adventure-works.com;$40,000 ;0;Partial College;Skilled Manual;N
18201;MR.;CALEB;TURNER;21/2/1976;S;M;caleb34@adventure-works.com;$60,000 ;0;Partial College;Skilled Manual;Y
18202;MS.;SAMANTHA;BRYANT;19/9/1975;M;F;samantha40@adventure-works.com;$40,000 ;0;High School;Skilled Manual;Y
18203;MS.;ANNA;FLORES;22/8/1974;S;F;anna37@adventure-works.com;$30,000 ;0;Partial College;Skilled Manual;N
18204;MS.;ALYSSA;CLARK;2/11/1974;S;F;alyssa19@adventure-works.com;$30,000 ;0;Partial College;Skilled Manual;N
18205;MS.;KATELYN;ROBERTS;2/11/1974;S;F;katelyn27@adventure-works.com;$30,000 ;0;Partial College;Skilled Manual;N
18206;MR.;JACOB;ROBINSON;16/4/1974;S;M;jacob14@adventure-works.com;$30,000 ;0;Partial College;Skilled Manual;Y
18207;MS.;EMMA;ROSS;10/11/1973;M;F;emma50@adventure-works.com;$60,000 ;0;Partial College;Skilled Manual;Y
18208;MR.;ALEXANDER;SMITH;13/2/1972;M;M;alexander2@adventure-works.com;$70,000 ;0;Partial College;Skilled Manual;Y
18209;MR.;NOAH;THOMAS;22/11/1972;M;M;noah51@adventure-works.com;$80,000 ;0;Bachelors;Management;Y
18210;MR.;ROBERT;ANDERSON;10/2/1972;M;M;robert68@adventure-works.com;$80,000 ;0;Bachelors;Management;Y
18211;MR.;ALVIN;NARA;20/5/1967;M;M;alvin37@adventure-works.com;$170,000 ;0;Graduate Degree;Management;Y
18212;MR.;EDWARD;FOSTER;23/7/1968;M;M;edward64@adventure-works.com;$90,000 ;4;Bachelors;Management;Y
18213;MR.;ALEXANDER;LEE;2/8/1968;M;M;alexander9@adventure-works.com;$90,000 ;4;Partial College;Skilled Manual;Y
18214;MRS.;TRINITY;REED;15/8/1968;M;F;trinity17@adventure-works.com;$100,000 ;2;Bachelors;Management;Y
18215;MR.;OSCAR;COLEMAN;25/8/1979;M;M;oscar14@adventure-works.com;$30,000 ;0;Partial College;Skilled Manual;N
18216;MS.;ALEXANDRIA;BRYANT;12/3/1979;S;F;alexandria18@adventure-works.com;$60,000 ;0;Partial College;Skilled Manual;N
18217;MR.;ERIC;LI;13/9/1979;M;M;eric34@adventure-works.com;$60,000 ;0;Partial College;Skilled Manual;Y
18218;MR.;MARCUS;SIMMONS;26/12/1979;S;M;marcus65@adventure-works.com;$60,000 ;0;Partial College;Skilled Manual;N
18219;MS.;ERIN;HOWARD;13/11/1978;M;F;erin16@adventure-works.com;$40,000 ;0;High School;Skilled Manual;N
18220;MR.;LUCAS;WARD;6/1/1978;M;M;lucas75@adventure-works.com;$40,000 ;0;High School;Skilled Manual;Y
18221;MR.;EDUARDO;GRAY;6/4/1978;M;M;eduardo74@adventure-works.com;$40,000 ;0;Partial College;Skilled Manual;N
18222;MR.;DANIEL;LEWIS;20/9/1978;M;M;daniel12@adventure-works.com;$40,000 ;0;Partial College;Skilled Manual;Y
18223;MS.;ALEXANDRIA;RICHARDSON;25/5/1978;M;F;alexandria31@adventure-works.com;$60,000 ;0;Partial College;Skilled Manual;N
18224;MR.;EDWIN;WU;25/10/1945;M;M;edwin7@adventure-works.com;$10,000 ;2;Partial High School;Clerical;Y
18225;MR.;AUSTIN;HUGHES;9/2/1971;M;M;austin7@adventure-works.com;$60,000 ;1;Graduate Degree;Skilled Manual;Y
18226;MRS.;MANDY;HE;16/8/1971;M;F;mandy20@adventure-works.com;$60,000 ;1;Graduate Degree;Skilled Manual;Y
18227;MR.;TRISTAN;FLORES;12/2/1971;M;M;tristan13@adventure-works.com;$60,000 ;1;Graduate Degree;Skilled Manual;Y
18228;MRS.;JESSICA;MORGAN;7/11/1971;M;F;jessica6@adventure-works.com;$60,000 ;1;Graduate Degree;Skilled Manual;Y
18229;MR.;JEREMIAH;THOMAS;22/3/1972;M;M;jeremiah3@adventure-works.com;$50,000 ;1;Graduate Degree;Skilled Manual;Y
18230;MRS.;STEPHANIE;ROBERTS;11/8/1972;M;F;stephanie53@adventure-works.com;$50,000 ;1;Bachelors;Skilled Manual;Y
18231;MR.;LOGAN;KING;17/10/1964;M;M;logan45@adventure-works.com;$100,000 ;5;Partial College;Professional;Y
18232;MRS.;MICHELLE;MORRIS;23/5/1964;M;F;michelle19@adventure-works.com;$150,000 ;2;Bachelors;Management;Y
18233;MRS.;ABIGAIL;DIAZ;26/7/1956;M;F;abigail1@adventure-works.com;$70,000 ;3;Partial College;Professional;Y
18234;MRS.;MADISON;ROBINSON;5/7/1956;S;F;madison19@adventure-works.com;$70,000 ;3;Partial College;Professional;Y
18235;MR.;DALTON;FOSTER;13/4/1956;M;M;dalton62@adventure-works.com;$80,000 ;3;Partial College;Professional;N
18236;MRS.;ABIGAIL;ROBINSON;19/9/1956;M;F;abigail59@adventure-works.com;$80,000 ;3;Partial College;Professional;N
18237;MRS.;KAITLYN;KELLY;27/6/1956;M;F;kaitlyn66@adventure-works.com;$80,000 ;2;Partial College;Professional;Y
18238;MRS.;KATHERINE;WARD;5/11/1956;S;F;katherine16@adventure-works.com;$90,000 ;2;Partial College;Professional;Y
18239;MRS.;ISABELLA;GARCIA;6/2/1963;M;F;isabella72@adventure-works.com;$80,000 ;4;Partial College;Professional;Y
18240;MS.;NATALIE;TORRES;7/6/1963;S;F;natalie16@adventure-works.com;$90,000 ;0;Partial College;Professional;Y
18241;MS.;NICOLE;WILLIAMS;26/1/1963;S;F;nicole2@adventure-works.com;$90,000 ;0;Partial College;Professional;N
18242;MR.;MIGUEL;GONZALEZ;19/6/1963;M;M;miguel34@adventure-works.com;$110,000 ;4;Bachelors;Management;Y
18243;MR.;KEVIN;SHAN;26/5/1963;M;M;kevin34@adventure-works.com;$120,000 ;4;Partial College;Professional;Y
18244;MR.;CARLOS;GREEN;13/8/1963;M;M;carlos44@adventure-works.com;$130,000 ;3;Bachelors;Management;Y
18245;MRS.;JULIA;RUSSELL;16/11/1963;M;F;julia86@adventure-works.com;$150,000 ;3;Bachelors;Management;Y
18246;MR.;MARCUS;GRAY;23/2/1962;S;M;marcus81@adventure-works.com;$80,000 ;5;Partial College;Professional;N
18247;MR.;BLAKE;THOMPSON;4/4/1962;M;M;blake15@adventure-works.com;$80,000 ;5;Partial College;Professional;Y
18248;MRS.;JACQUELINE;RUSSELL;9/1/1962;S;F;jacqueline20@adventure-works.com;$80,000 ;5;Partial College;Professional;Y
18249;MRS.;JASMINE;GONZALES;24/6/1962;S;F;jasmine56@adventure-works.com;$80,000 ;5;Partial College;Professional;N
18250;MRS.;ANGELA;ROSS;21/7/1962;M;F;angela6@adventure-works.com;$100,000 ;1;Partial College;Professional;Y
18251;MR.;SEAN;WRIGHT;19/5/1962;M;M;sean52@adventure-works.com;$100,000 ;1;Partial College;Professional;Y
18252;MR.;XAVIER;HOWARD;4/7/1962;M;M;xavier78@adventure-works.com;$100,000 ;1;Partial College;Professional;Y
18253;MR.;LUKE;PARKER;11/9/1962;M;M;luke31@adventure-works.com;$100,000 ;1;Partial College;Professional;Y
18254;MR.;LOUIS;ANAND;12/6/1962;M;M;louis37@adventure-works.com;$100,000 ;3;Partial College;Professional;Y
18255;MRS.;SARA;TORRES;9/2/1962;S;F;sara14@adventure-works.com;$120,000 ;1;Partial College;Professional;Y
18256;MR.;JEREMIAH;JACKSON;24/6/1962;S;M;jeremiah4@adventure-works.com;$120,000 ;1;High School;Professional;Y
18257;MR.;JOSHUA;JONES;24/9/1961;S;M;joshua5@adventure-works.com;$70,000 ;5;Partial College;Professional;Y
18258;MRS.;KIMBERLY;KELLY;17/11/1961;M;F;kimberly5@adventure-works.com;$80,000 ;5;Partial College;Professional;Y
18259;MRS.;MADELINE;PHILLIPS;26/2/1961;S;F;madeline5@adventure-works.com;$80,000 ;5;Partial College;Professional;Y
18260;MRS.;ALICIA;RAJI;7/8/1961;M;F;alicia17@adventure-works.com;$80,000 ;5;Partial College;Professional;Y
18261;MRS.;SHEILA;GUTIERREZ;10/6/1961;M;F;sheila11@adventure-works.com;$110,000 ;1;Bachelors;Management;Y
18262;MR.;ZACHARY;ROSS;27/10/1961;S;M;zachary2@adventure-works.com;$130,000 ;1;Bachelors;Management;N
18263;MRS.;MARIA;GRIFFIN;20/11/1955;M;F;maria42@adventure-works.com;$60,000 ;2;High School;Professional;N
18264;MR.;CODY;WEST;5/12/1955;S;M;cody1@adventure-works.com;$60,000 ;2;High School;Professional;Y
18265;MRS.;OLIVIA;WASHINGTON;12/9/1955;M;F;olivia59@adventure-works.com;$60,000 ;2;High School;Professional;N
18266;MR.;JOSHUA;DAVIS;21/11/1955;M;M;joshua7@adventure-works.com;$60,000 ;2;High School;Professional;N
18267;MR.;JACK;POWELL;21/7/1955;M;M;jack9@adventure-works.com;$60,000 ;2;High School;Professional;N
18268;MRS.;MARY;PARKER;27/3/1955;S;F;mary20@adventure-works.com;$70,000 ;4;High School;Professional;Y
18269;MR.;SAMUEL;JACKSON;1/8/1955;M;M;samuel68@adventure-works.com;$80,000 ;3;Partial College;Professional;Y
18270;MRS.;GABRIELLE;GRIFFIN;5/10/1979;M;F;gabrielle43@adventure-works.com;$40,000 ;3;Partial College;Professional;N
18271;MRS.;SUMMER;MEHTA;20/11/1957;M;F;summer12@adventure-works.com;$70,000 ;4;Graduate Degree;Management;Y
18272;MRS.;EMMA;PETERSON;22/5/1960;M;F;emma41@adventure-works.com;$100,000 ;3;Partial College;Professional;Y
18273;MR.;JONATHAN;ROBERTS;10/6/1960;M;M;jonathan33@adventure-works.com;$110,000 ;5;Partial College;Professional;Y
18274;MRS.;DAWN;SUN;23/12/1960;S;F;dawn15@adventure-works.com;$110,000 ;3;Partial College;Professional;Y
18275;MRS.;RACHEL;JOHNSON;17/12/1960;M;F;rachel3@adventure-works.com;$120,000 ;1;High School;Professional;Y
18276;MRS.;RILEY;STEWART;17/4/1960;M;F;riley40@adventure-works.com;$160,000 ;1;Partial College;Professional;N
18277;MRS.;MEGAN;MORGAN;16/8/1960;M;F;megan33@adventure-works.com;$170,000 ;1;Graduate Degree;Management;Y
18278;MRS.;TAYLOR;JONES;3/5/1960;S;F;taylor50@adventure-works.com;$170,000 ;1;Bachelors;Management;N
18279;MR.;CHRISTIAN;JONES;4/8/1954;S;M;christian34@adventure-works.com;$80,000 ;2;Partial High School;Skilled Manual;N
18280;MR.;SAMUEL;WILLIAMS;12/7/1954;S;M;samuel60@adventure-works.com;$60,000 ;2;High School;Professional;Y
18281;MR.;GARRETT;BROOKS;14/9/1954;M;M;garrett5@adventure-works.com;$60,000 ;2;High School;Professional;N
18282;MR.;LUKE;GONZALES;24/3/1953;M;M;luke6@adventure-works.com;$70,000 ;3;Graduate Degree;Management;Y
18283;MR.;JUSTIN;DIAZ;23/4/1953;M;M;justin19@adventure-works.com;$70,000 ;3;Graduate Degree;Management;Y
18284;MRS.;ALEXIS;HENDERSON;21/2/1953;S;F;alexis27@adventure-works.com;$70,000 ;3;Graduate Degree;Management;Y
18285;MRS.;FAITH;GONZALES;14/3/1953;S;F;faith16@adventure-works.com;$70,000 ;3;Graduate Degree;Management;Y
18286;MRS.;VICTORIA;MORGAN;9/7/1952;M;F;victoria30@adventure-works.com;$40,000 ;3;Partial College;Professional;N
18287;MR.;CAMERON;HAYES;27/8/1952;M;M;cameron18@adventure-works.com;$40,000 ;3;Partial College;Professional;N
18288;MRS.;JORDAN;LOPEZ;8/4/1987;M;F;jordan50@adventure-works.com;$70,000 ;5;Graduate Degree;Management;Y
18289;MR.;SETH;ROSS;27/7/1977;M;M;seth52@adventure-works.com;$70,000 ;5;Graduate Degree;Management;N
18290;MR.;CLAYTON;STONE;1/2/1983;M;M;clayton22@adventure-works.com;$80,000 ;4;Graduate Degree;Management;Y
18291;MR.;RICHARD;JOHNSON;20/5/1950;M;M;richard41@adventure-works.com;$80,000 ;4;Graduate Degree;Management;N
18292;MRS.;ISABELLA;BUTLER;8/12/1984;M;F;isabella24@adventure-works.com;$70,000 ;5;Graduate Degree;Management;Y
18293;MRS.;SHEILA;SANZ;24/3/1941;M;F;sheila18@adventure-works.com;$60,000 ;3;Graduate Degree;Management;Y
18294;MRS.;ANGELA;COLEMAN;15/7/1941;M;F;angela8@adventure-works.com;$60,000 ;3;Graduate Degree;Management;Y
18295;MR.;JOE;ASHE;4/11/1941;M;M;joe28@adventure-works.com;$60,000 ;3;Graduate Degree;Management;Y
18296;MRS.;TABITHA;MUNOZ;21/8/1941;M;F;tabitha27@adventure-works.com;$70,000 ;5;Graduate Degree;Management;Y
18297;MR.;MASON;HILL;2/3/1941;S;M;mason34@adventure-works.com;$70,000 ;5;Graduate Degree;Management;Y
18298;MR.;ROSS;LOPEZ;8/8/1947;M;M;ross16@adventure-works.com;$10,000 ;2;Partial High School;Clerical;Y
18299;MRS.;SHANNON;CHOW;14/7/1947;S;F;shannon2@adventure-works.com;$20,000 ;4;High School;Skilled Manual;Y
18300;MR.;COLIN;LI;21/11/1947;M;M;colin3@adventure-works.com;$20,000 ;4;High School;Skilled Manual;Y
18301;MR.;LARRY;RAMOS;18/2/1947;M;M;larry20@adventure-works.com;$20,000 ;4;High School;Skilled Manual;N
18302;MRS.;RENEE;ORTEGA;24/9/1948;M;F;renee20@adventure-works.com;$10,000 ;2;Partial High School;Clerical;Y
18303;MS.;JENNIFER;BAILEY;2/1/1978;M;F;jennifer61@adventure-works.com;$60,000 ;0;Partial College;Skilled Manual;Y
18304;MR.;DERRICK;RAMOS;13/9/1977;M;M;derrick16@adventure-works.com;$40,000 ;0;Partial High School;Clerical;N
18305;MR.;WILLIE;SHEN;23/8/1948;M;M;willie22@adventure-works.com;$10,000 ;2;Partial High School;Clerical;Y
18306;MR.;DALE;PAL;8/5/1948;M;M;dale9@adventure-works.com;$20,000 ;2;Partial High School;Clerical;Y
18307;MR.;BRUCE;MARTINEZ;12/6/1948;M;M;bruce17@adventure-works.com;$30,000 ;3;Partial College;Clerical;N
18308;MS.;CAROLINE;PATTERSON;2/6/1977;S;F;caroline11@adventure-works.com;$40,000 ;0;Partial College;Skilled Manual;Y
18309;MR.;GEORGE;PEREZ;23/11/1977;S;M;george28@adventure-works.com;$60,000 ;0;Partial College;Skilled Manual;Y
18310;MR.;ALEJANDRO;WU;25/9/1977;M;M;alejandro9@adventure-works.com;$60,000 ;0;Partial College;Skilled Manual;N
18311;MR.;TIMOTHY;BAILEY;5/9/1977;S;M;timothy17@adventure-works.com;$60,000 ;0;Partial College;Skilled Manual;N
18312;MRS.;OLIVIA;WHITE;16/1/1950;M;F;olivia12@adventure-works.com;$30,000 ;3;Partial College;Clerical;N
18313;MR.;GREGORY;SHE;12/4/1950;S;M;gregory5@adventure-works.com;$30,000 ;3;Partial College;Clerical;Y
18314;MS.;TONI;SAI;11/1/1980;S;F;toni5@adventure-works.com;$30,000 ;0;Partial College;Skilled Manual;N
18315;MS.;FAITH;BUTLER;9/4/1980;S;F;faith13@adventure-works.com;$70,000 ;0;Partial College;Skilled Manual;N
18316;MRS.;TINA;MARTINEZ;14/7/1952;M;F;tina19@adventure-works.com;$30,000 ;3;High School;Skilled Manual;N
18317;MR.;CLARENCE;ZHU;18/1/1952;M;M;clarence7@adventure-works.com;$30,000 ;3;High School;Skilled Manual;Y
18318;MRS.;ADRIANA;SURI;11/7/1952;M;F;adriana0@adventure-works.com;$30,000 ;3;High School;Skilled Manual;Y
18319;MRS.;TONI;SURI;22/9/1952;M;F;toni0@adventure-works.com;$30,000 ;3;High School;Skilled Manual;Y
18320;MRS.;JAMIE;YANG;22/2/1952;S;F;jamie7@adventure-works.com;$30,000 ;3;High School;Skilled Manual;Y
18321;MRS.;JOY;GUTIERREZ;12/3/1953;M;F;joy12@adventure-works.com;$40,000 ;2;Partial College;Skilled Manual;Y
18322;MR.;DARREN;TOWNSEND;24/11/1953;S;M;darren34@adventure-works.com;$40,000 ;3;Partial College;Skilled Manual;Y
18323;MR.;JOEL;SANCHEZ;4/5/1953;S;M;joel19@adventure-works.com;$40,000 ;3;Partial College;Skilled Manual;Y
18324;MRS.;ROBYN;RUBIO;10/3/1954;S;F;robyn17@adventure-works.com;$80,000 ;2;Partial College;Skilled Manual;N
18325;MRS.;JENNIFER;TAYLOR;19/10/1954;S;F;jennifer37@adventure-works.com;$80,000 ;2;Partial College;Skilled Manual;N
18326;MS.;PAIGE;STEWART;17/2/1975;S;F;paige47@adventure-works.com;$30,000 ;0;Partial College;Skilled Manual;N
18327;MS.;HANNAH;ROSS;4/6/1975;S;F;hannah27@adventure-works.com;$30,000 ;0;High School;Skilled Manual;Y
18328;MR.;NATHANIEL;ROGERS;27/5/1975;M;M;nathaniel21@adventure-works.com;$60,000 ;0;Partial College;Skilled Manual;Y
18329;MR.;JAMES;SMITH;11/7/1975;M;M;james75@adventure-works.com;$60,000 ;0;Partial College;Skilled Manual;Y
18330;MS.;BROOKE;ROGERS;17/8/1974;S;F;brooke17@adventure-works.com;$30,000 ;0;High School;Skilled Manual;N
18331;MS.;ANGELICA;HUGHES;10/8/1973;S;F;angelica11@adventure-works.com;$60,000 ;0;Partial College;Skilled Manual;N
18332;MR.;EDUARDO;ROBERTS;5/10/1973;M;M;eduardo37@adventure-works.com;$70,000 ;0;Partial College;Professional;Y
18333;MS.;STACEY;CHEN;19/10/1973;M;F;stacey2@adventure-works.com;$70,000 ;0;Partial College;Professional;Y
18334;MS.;HEIDI;SURI;9/7/1973;S;F;heidi2@adventure-works.com;$70,000 ;0;Partial College;Professional;Y
18335;MS.;TANYA;ROMERO;14/3/1973;M;F;tanya5@adventure-works.com;$70,000 ;0;Partial College;Professional;Y
18336;MRS.;SHARON;NARA;15/9/1955;S;F;sharon22@adventure-works.com;$80,000 ;2;High School;Skilled Manual;N
18337;MR.;BYRON;GILL;10/3/1955;S;M;byron8@adventure-works.com;$80,000 ;2;High School;Skilled Manual;N
18338;MR.;DUSTIN;SHARMA;16/12/1955;S;M;dustin9@adventure-works.com;$80,000 ;2;High School;Skilled Manual;N
18339;MR.;DEVIN;GONZALEZ;21/11/1955;S;M;devin31@adventure-works.com;$80,000 ;2;High School;Skilled Manual;Y
18340;MRS.;KARI;TORRES;6/12/1956;S;F;kari32@adventure-works.com;$70,000 ;2;High School;Skilled Manual;Y
18341;MRS.;TASHA;NATH;10/10/1956;S;F;tasha19@adventure-works.com;$70,000 ;2;High School;Skilled Manual;N
18342;MR.;CLAYTON;XU;23/5/1956;M;M;clayton11@adventure-works.com;$70,000 ;2;High School;Skilled Manual;Y
18343;MR.;JOHNNY;NARA;16/9/1956;M;M;johnny18@adventure-works.com;$70,000 ;2;High School;Skilled Manual;Y
18344;MR.;BRAD;RAI;23/11/1957;S;M;brad18@adventure-works.com;$70,000 ;2;High School;Professional;N
18345;MRS.;MICHELE;GONZALEZ;27/5/1957;S;F;michele32@adventure-works.com;$70,000 ;2;High School;Professional;Y
18346;MRS.;TAMARA;JOHNSTON;13/10/1958;S;F;tamara22@adventure-works.com;$100,000 ;1;Bachelors;Management;Y
18347;MRS.;KAITLIN;MCDONALD;3/9/1958;M;F;kaitlin14@adventure-works.com;$100,000 ;1;Bachelors;Management;Y
18348;MR.;MARCUS;YOUNG;7/5/1958;M;M;marcus27@adventure-works.com;$110,000 ;5;Bachelors;Management;Y
18349;MR.;JEREMY;PHILLIPS;3/9/1958;S;M;jeremy16@adventure-works.com;$120,000 ;5;Bachelors;Management;Y
18350;MR.;VINCENT;ZHENG;5/2/1958;S;M;vincent19@adventure-works.com;$130,000 ;0;Graduate Degree;Management;Y
18351;MR.;FERNANDO;EVANS;19/8/1973;S;M;fernando41@adventure-works.com;$80,000 ;0;Bachelors;Management;N
18352;MR.;ZACHARY;RUSSELL;18/7/1973;S;M;zachary18@adventure-works.com;$80,000 ;0;Bachelors;Management;Y
18353;MR.;DARREN;RODRIGUEZ;20/5/1974;S;M;darren20@adventure-works.com;$60,000 ;0;Partial College;Professional;Y
18354;MR.;JOSE;BROWN;25/6/1974;M;M;jose61@adventure-works.com;$60,000 ;0;Partial College;Professional;Y
18355;MS.;ALEXANDRA;POWELL;11/8/1974;S;F;alexandra32@adventure-works.com;$60,000 ;0;Partial College;Professional;N
18356;MS.;PAMELA;MADAN;4/10/1974;M;F;pamela10@adventure-works.com;$60,000 ;0;High School;Professional;Y
18357;MR.;TIMOTHY;PETERSON;16/5/1966;S;M;timothy6@adventure-works.com;$150,000 ;0;Bachelors;Management;N
18358;MR.;ANGEL;ADAMS;6/2/1957;M;M;angel37@adventure-works.com;$70,000 ;2;Partial High School;Skilled Manual;N
18359;MRS.;CAROL;SCOTT;4/11/1957;M;F;carol14@adventure-works.com;$60,000 ;2;High School;Professional;N
18360;MR.;EVAN;BRADLEY;17/1/1957;M;M;evan15@adventure-works.com;$60,000 ;2;High School;Professional;N
18361;MR.;EDWARD;BAKER;13/7/1957;M;M;edward9@adventure-works.com;$60,000 ;2;High School;Professional;N
18362;MRS.;MICHELE;CHANDER;24/7/1957;S;F;michele16@adventure-works.com;$70,000 ;3;Partial College;Professional;Y
18363;MR.;XAVIER;FOSTER;16/4/1956;M;M;xavier56@adventure-works.com;$60,000 ;2;High School;Professional;N
18364;MR.;SAMUEL;WASHINGTON;26/2/1956;S;M;samuel12@adventure-works.com;$60,000 ;2;High School;Professional;Y
18365;MRS.;MYA;JENKINS;23/5/1956;S;F;mya9@adventure-works.com;$70,000 ;3;Partial College;Professional;Y
18366;MR.;ALEX;TORRES;8/6/1956;M;M;alex7@adventure-works.com;$70,000 ;3;Partial College;Professional;N
18367;MR.;EDWIN;XU;19/11/1956;M;M;edwin27@adventure-works.com;$70,000 ;3;Partial College;Professional;N
18368;MRS.;ANNE;ROMERO;17/12/1956;S;F;anne10@adventure-works.com;$70,000 ;3;Partial College;Professional;Y
18369;MRS.;GABRIELLE;PATTERSON;8/7/1956;M;F;gabrielle33@adventure-works.com;$70,000 ;3;Partial College;Professional;N
18370;MR.;JUAN;BROOKS;7/8/1958;S;M;juan11@adventure-works.com;$70,000 ;3;Graduate Degree;Management;Y
18371;MR.;TRISTAN;DIAZ;6/3/1965;M;M;tristan21@adventure-works.com;$100,000 ;3;Bachelors;Management;Y
18372;MRS.;STEPHANIE;SCOTT;12/5/1965;S;F;stephanie58@adventure-works.com;$100,000 ;4;Bachelors;Management;Y
18373;MR.;ALEX;COOK;24/8/1965;M;M;alex25@adventure-works.com;$100,000 ;4;Partial College;Professional;Y
18374;MR.;RAFAEL;HUANG;27/11/1965;M;M;rafael6@adventure-works.com;$110,000 ;2;Bachelors;Management;Y
18375;MRS.;MEGHAN;ROWE;20/3/1965;M;F;meghan20@adventure-works.com;$110,000 ;2;Bachelors;Management;Y
18376;MR.;JEREMIAH;SMITH;8/3/1965;M;M;jeremiah24@adventure-works.com;$130,000 ;1;Graduate Degree;Management;Y
18377;MR.;SAMUEL;FOSTER;13/7/1964;M;M;samuel15@adventure-works.com;$80,000 ;4;Bachelors;Management;Y
18378;MR.;EDWARD;ALEXANDER;25/3/1964;M;M;edward67@adventure-works.com;$80,000 ;4;Bachelors;Management;Y
18379;MR.;KEVIN;HERNANDEZ;24/12/1962;S;M;kevin56@adventure-works.com;$70,000 ;1;Bachelors;Professional;N
18380;MR.;JONATHAN;BAKER;28/8/1962;M;M;jonathan45@adventure-works.com;$70,000 ;1;Partial College;Skilled Manual;Y
18381;MR.;JOHN;RODRIGUEZ;3/11/1962;M;M;john54@adventure-works.com;$70,000 ;1;Partial College;Skilled Manual;Y
18382;MR.;ALBERT;CASTRO;19/2/1961;S;M;albert18@adventure-works.com;$40,000 ;4;High School;Skilled Manual;Y
18383;MR.;WYATT;EVANS;20/12/1942;M;M;wyatt46@adventure-works.com;$60,000 ;3;Graduate Degree;Management;Y
18384;MR.;THOMAS;SIMMONS;14/2/1942;S;M;thomas17@adventure-works.com;$60,000 ;3;Graduate Degree;Management;Y
18385;MR.;MARCUS;RUSSELL;10/5/1942;M;M;marcus69@adventure-works.com;$70,000 ;5;Bachelors;Management;Y
18386;MR.;LUCAS;MARTINEZ;26/8/1942;M;M;lucas31@adventure-works.com;$70,000 ;5;Bachelors;Management;Y
18387;MR.;HUNTER;COLLINS;27/11/1943;M;M;hunter31@adventure-works.com;$60,000 ;3;Graduate Degree;Management;Y
18388;MR.;DONALD;KAPOOR;7/10/1943;S;M;donald3@adventure-works.com;$60,000 ;4;Graduate Degree;Management;Y
18389;MRS.;HAILEY;COLEMAN;22/3/1943;M;F;hailey27@adventure-works.com;$60,000 ;4;Graduate Degree;Management;Y
18390;MRS.;KATHRYN;CARSON;4/1/1943;S;F;kathryn13@adventure-works.com;$70,000 ;5;Bachelors;Management;Y
18391;MR.;IAN;MITCHELL;14/9/1943;S;M;ian33@adventure-works.com;$70,000 ;5;Bachelors;Management;Y
18392;MRS.;RILEY;RUSSELL;18/2/1943;M;F;riley17@adventure-works.com;$70,000 ;5;Bachelors;Management;Y
18393;MRS.;VICTORIA;PERRY;28/6/1943;S;F;victoria55@adventure-works.com;$70,000 ;5;Bachelors;Management;Y
18394;MRS.;KAYLA;JONES;6/7/1943;M;F;kayla3@adventure-works.com;$80,000 ;5;Bachelors;Management;Y
18395;MR.;DUSTIN;SHE;3/7/1943;M;M;dustin0@adventure-works.com;$90,000 ;5;Bachelors;Management;Y
18396;MR.;DALTON;WILSON;24/3/1944;M;M;dalton6@adventure-works.com;$40,000 ;4;High School;Professional;N
18397;MRS.;RILEY;WASHINGTON;1/12/1944;M;F;riley11@adventure-works.com;$40,000 ;4;High School;Professional;N
18398;MR.;IAN;CLARK;11/11/1944;M;M;ian17@adventure-works.com;$40,000 ;4;High School;Professional;N
18399;MRS.;PIETER;WYCOFF;23/6/1972;M;F;pieter0@adventure-works.com;$60,000 ;1;Graduate Degree;Skilled Manual;Y
18400;MR.;ETHAN;JOHNSON;6/3/1972;M;M;ethan30@adventure-works.com;$70,000 ;2;Graduate Degree;Professional;Y
